序号,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
63,25.30,36.40,52.84,39.20,29.70,36.24,47.13,12.04,37.12,13.04,30.07,25.00,20.25,21.19,21.84,20.40,18.44,18.03,19.24,20.02,23.77,26.93,27.29,30.46,26.68,20.12,18.87,29.41,29.07,27.73,25.08,22.20,22.36,19.24,46.52,49.40,52.00,44.01,53.71,45.19,44.27,22.85,24.08,20.62,13.60,16.16,14.76,17.72,12.08,12.04,16.55,5.83,9.22,14.21,16.64,20.12,16.28,12.53,17.00,13.34,6.08,4.12,3.16,0.00,8.25,8.06,5.00,10.44,14.32,11.66,21.19,19.24,17.89,27.66,25.50,19.10,21.26,17.69,26.40,23.32,25.06,26.40,21.10,19.42,14.87,10.82,11.66,10.77,14.76,17.46,31.89,32.02,32.45,34.99,31.78,33.84,35.47,36.80,45.28,50.45,48.27,47.42,43.14,39.62,41.77,36.07,38.83,34.21,39.82,34.01,30.61,27.02,35.85,35.44,39.85,41.11,36.67,39.81,46.32,43.91,44.72,32.65,33.60,36.62,43.83,62.77,56.44,54.20,49.65,47.80,48.60,40.25,42.76,44.28,41.11,38.47,38.63,37.12,37.22,34.54,33.53,32.98,31.32,30.61,32.20,36.12,29.27,30.15,34.01,31.58,14.87,25.30,31.02,28.07,41.44,30.08,24.60,32.39,25.18,30.27,32.14,40.01,39.46,35.51,35.13,31.02,33.24,31.02,27.17,27.02,26.02,25.18,25.50,26.93,25.63,24.70,16.97,14.42,17.20,13.60,10.30
64,22.00,29.00,47.54,33.12,23.02,31.32,43.42,6.08,35.36,14.21,29.73,26.63,24.21,23.43,23.60,21.63,20.00,17.46,17.72,19.31,21.10,23.09,22.56,26.31,24.08,23.35,22.80,26.02,24.52,23.35,21.10,22.83,23.32,20.25,41.76,45.12,47.54,39.81,49.04,40.52,40.45,14.76,17.20,14.87,9.00,13.15,11.05,15.30,9.49,13.45,19.85,13.04,4.12,7.62,9.22,12.21,9.85,16.64,20.62,15.56,9.85,9.22,9.06,8.25,0.00,2.24,5.39,9.43,13.00,8.25,18.03,15.03,14.00,20.62,19.24,13.00,14.42,11.18,19.10,15.62,17.20,18.36,13.45,12.04,9.22,4.12,4.47,2.83,7.07,9.22,24.84,24.76,24.84,27.20,23.71,25.63,28.32,29.83,38.29,44.10,41.88,40.80,36.40,32.65,35.23,29.41,31.24,26.87,32.53,25.94,23.35,21.02,31.58,32.06,36.22,37.34,34.01,37.00,40.72,38.63,39.85,27.89,27.73,30.87,38.01,57.27,51.08,48.85,43.83,41.68,42.54,35.44,40.00,42.11,39.32,36.06,34.53,32.28,31.95,30.41,30.07,30.00,28.02,24.60,26.40,29.68,29.55,30.08,32.76,32.20,20.12,27.20,29.83,26.68,41.44,31.38,27.59,30.15,23.54,28.28,30.41,39.05,39.56,35.85,34.79,30.36,34.48,33.02,27.31,26.57,25.00,25.50,26.42,28.30,27.80,28.32,22.36,18.87,23.41,18.36,17.26
65,20.02,28.43,46.10,31.91,22.02,29.73,41.59,4.47,33.24,12.04,27.51,24.41,22.20,21.26,21.40,19.42,17.80,15.23,15.52,17.09,19.03,21.21,20.88,24.52,22.02,21.26,20.81,24.08,22.80,21.59,19.24,20.59,21.10,18.03,40.16,43.42,45.88,38.08,47.43,38.90,38.64,14.87,16.28,13.42,7.07,11.05,9.00,13.15,7.28,11.31,17.80,12.04,2.00,6.40,8.60,12.08,8.60,14.76,18.60,13.45,8.25,8.00,8.06,8.06,2.24,0.00,4.00,7.21,10.77,6.08,16.00,13.15,12.04,19.80,18.03,11.66,13.45,10.00,18.44,15.26,17.00,18.38,13.04,11.40,7.62,2.83,3.61,3.00,6.71,10.00,24.04,24.08,24.41,26.93,23.77,25.96,27.59,29.00,37.48,43.01,40.80,39.82,35.47,31.83,34.21,28.43,30.81,26.25,31.89,26.00,22.67,19.72,29.83,30.15,34.37,35.51,32.00,35.01,39.36,37.16,38.28,26.25,26.42,29.53,36.72,55.90,49.66,47.42,42.54,40.50,41.34,33.84,38.01,40.05,37.22,34.01,32.76,30.68,30.46,28.64,28.16,28.02,26.08,23.32,25.06,28.60,27.31,27.86,30.59,29.97,18.38,25.00,27.66,24.52,39.22,29.15,25.46,28.07,21.38,26.17,28.28,36.88,37.34,33.62,32.57,28.16,32.25,30.81,25.08,24.35,22.80,23.26,24.19,26.08,25.61,26.25,20.62,17.00,21.84,16.55,16.03
66,20.62,31.62,47.89,34.21,24.76,31.30,42.45,7.21,33.00,9.85,26.48,22.36,19.10,18.87,19.24,17.46,15.65,14.14,15.00,16.12,19.24,22.14,22.36,25.63,22.20,18.44,17.69,24.74,24.17,22.85,20.25,18.97,19.31,16.16,41.63,44.60,47.17,39.22,48.85,40.31,39.56,18.68,19.21,15.62,8.60,11.40,9.85,13.15,7.28,8.94,14.87,8.06,4.47,9.43,12.08,15.81,11.40,11.40,15.56,10.82,4.47,4.00,4.12,5.00,5.39,4.00,0.00,6.00,10.00,6.71,16.49,14.32,13.00,22.80,20.52,14.14,16.40,12.81,21.63,18.79,20.62,22.14,16.55,14.76,9.90,6.32,7.28,7.00,10.44,14.00,27.02,27.20,27.78,30.41,27.51,29.83,30.61,31.89,40.36,45.45,43.28,42.45,38.18,34.71,36.80,31.11,34.13,29.41,35.00,29.73,25.81,22.02,31.02,30.81,35.17,36.40,32.25,35.36,41.34,38.95,39.81,27.73,28.60,31.62,38.83,57.80,51.48,49.24,44.65,42.80,43.60,35.34,38.33,40.05,37.00,34.13,33.84,32.20,32.25,29.73,28.86,28.44,26.68,25.61,27.20,31.14,25.96,26.68,30.07,28.46,14.76,22.83,27.07,24.02,38.08,27.31,22.80,28.07,21.00,26.02,28.00,36.22,36.14,32.28,31.58,27.29,30.46,28.65,23.77,23.35,22.09,21.84,22.47,24.17,23.32,23.35,17.00,13.60,18.03,13.04,12.04
67,14.87,28.64,42.72,29.70,21.10,26.08,36.69,6.32,27.00,5.00,20.62,17.20,15.65,14.14,14.21,12.21,10.63,8.25,9.00,10.20,13.34,16.55,17.20,20.12,16.28,14.42,14.32,18.97,18.87,17.49,14.76,13.42,13.89,10.82,36.24,39.00,41.63,33.62,43.38,34.89,33.84,18.03,16.16,11.66,5.10,5.83,5.00,7.28,2.24,4.47,11.18,10.63,5.66,8.06,11.05,15.03,9.06,9.06,12.08,6.71,5.66,7.21,8.06,10.44,9.43,7.21,6.00,0.00,4.00,3.00,10.77,9.22,7.81,19.70,16.64,10.77,13.60,10.20,18.97,17.12,19.10,21.02,15.03,13.04,7.07,7.21,8.06,9.22,10.44,15.23,23.71,24.17,25.30,28.16,26.17,29.02,27.29,28.30,36.62,41.01,38.90,38.29,34.21,31.06,32.65,27.20,31.38,26.40,31.76,28.28,22.85,17.80,25.50,25.00,29.41,30.68,26.31,29.43,36.40,33.84,34.48,22.47,24.04,26.91,34.06,52.70,46.32,44.10,39.82,38.21,38.95,30.02,32.39,34.06,31.00,28.16,28.23,26.93,27.20,24.17,23.09,22.56,20.88,21.26,22.63,27.02,20.25,20.88,24.08,22.85,13.04,17.80,21.10,18.03,32.28,21.95,18.44,22.09,15.00,20.02,22.00,30.27,30.36,26.57,25.71,21.38,25.06,23.60,18.03,17.46,16.12,16.16,17.00,18.87,18.44,19.42,15.13,11.18,17.00,11.05,13.00
68,11.18,27.20,39.41,27.02,19.31,22.80,32.89,8.49,23.00,4.12,16.76,14.14,14.32,11.66,11.40,9.22,8.06,4.47,5.00,6.32,9.49,13.04,14.14,16.64,12.37,12.65,13.15,15.23,15.62,14.21,11.40,10.00,10.63,7.81,32.76,35.34,38.01,29.97,39.82,31.38,30.08,18.68,15.13,10.20,5.83,3.16,4.12,3.61,3.61,4.47,10.05,13.60,8.94,9.43,12.08,15.81,9.49,9.49,11.05,6.08,8.94,10.77,11.70,14.32,13.00,10.77,10.00,4.00,0.00,5.00,7.21,6.71,5.39,18.44,14.87,10.00,13.00,10.20,18.11,17.12,19.10,21.21,15.30,13.34,7.62,10.00,10.63,12.21,12.21,17.20,22.14,22.80,24.33,27.29,26.02,29.15,25.63,26.40,34.48,38.29,36.24,35.81,31.91,29.07,30.23,25.06,30.08,25.00,30.08,28.00,21.59,15.65,21.95,21.19,25.63,26.93,22.36,25.50,33.30,30.61,31.06,19.21,21.40,24.08,31.11,49.41,43.01,40.80,36.80,35.38,36.07,26.63,28.44,30.07,27.00,24.19,24.60,23.60,24.08,20.59,19.31,18.68,17.09,18.87,20.00,24.70,16.55,17.09,20.10,19.24,13.34,14.87,17.12,14.04,28.46,18.60,16.12,18.11,11.00,16.03,18.00,26.31,26.57,22.85,21.84,17.46,21.63,20.52,14.32,13.60,12.17,12.53,13.60,15.62,15.62,17.46,15.13,11.18,17.46,11.40,15.00
69,14.14,25.94,41.18,27.66,18.60,24.60,35.90,3.61,27.17,7.62,21.54,19.10,18.38,16.40,16.28,14.14,12.81,9.43,9.49,11.18,13.00,15.52,15.65,18.97,16.00,17.00,17.09,18.25,17.46,16.16,13.60,15.00,15.62,12.73,34.93,37.95,40.50,32.57,42.15,33.62,32.98,15.03,13.42,9.22,2.24,5.00,3.16,7.07,1.41,7.28,13.93,13.04,4.12,5.10,8.06,12.04,6.08,12.04,14.87,9.49,8.06,9.22,9.90,11.66,8.25,6.08,6.71,3.00,5.00,0.00,10.05,7.62,6.32,17.00,14.21,8.06,10.77,7.28,16.16,14.14,16.12,18.03,12.04,10.05,4.12,5.00,5.66,7.21,7.62,12.53,21.10,21.47,22.47,25.30,23.19,26.02,24.70,25.81,34.21,38.95,36.80,36.07,31.89,28.60,30.41,24.84,28.64,23.71,29.15,25.32,20.12,15.56,24.35,24.33,28.64,29.83,26.02,29.07,34.67,32.25,33.11,21.02,22.02,25.00,32.20,51.11,44.78,42.54,38.01,36.24,37.01,28.64,32.06,34.01,31.14,28.00,27.20,25.50,25.55,23.09,22.36,22.09,20.22,19.10,20.62,24.76,21.47,21.93,24.52,24.19,16.03,19.80,21.59,18.44,33.24,23.60,20.81,22.02,15.30,20.10,22.20,30.81,31.38,27.73,26.57,22.14,26.63,25.50,19.24,18.38,16.76,17.49,18.60,20.62,20.52,21.95,18.11,14.14,20.00,14.04,15.81
70,4.12,22.09,32.20,20.25,14.04,15.62,25.96,12.17,17.46,10.63,13.45,14.56,18.25,14.00,13.04,11.00,11.18,6.32,4.12,6.00,3.16,5.83,7.21,9.43,6.08,16.12,17.46,8.25,8.49,7.07,4.24,10.20,11.18,10.05,25.55,28.23,30.87,22.85,32.65,24.19,23.09,17.80,11.70,7.21,9.06,5.10,7.00,3.61,9.22,11.31,14.87,20.81,14.00,11.70,13.04,15.56,10.30,15.81,15.81,12.21,16.12,17.89,18.79,21.19,18.03,16.00,16.49,10.77,7.21,10.05,0.00,3.61,4.12,14.14,10.05,8.49,10.82,10.00,14.56,15.26,17.00,19.24,14.21,12.73,9.49,14.14,14.32,16.28,14.32,18.87,17.03,18.00,20.10,23.09,23.09,26.57,20.22,20.62,28.23,31.40,29.41,29.15,25.50,23.09,23.71,18.97,25.08,20.02,24.52,24.74,17.03,10.05,14.76,14.32,18.68,19.92,16.00,19.03,26.17,23.43,23.85,12.04,14.76,17.20,24.08,42.20,35.81,33.60,29.70,28.43,29.07,19.42,22.02,24.08,21.38,18.03,17.46,16.40,16.97,13.42,12.37,12.04,10.20,12.65,13.42,18.38,14.21,14.14,15.23,17.03,19.24,15.52,12.53,9.43,24.70,17.49,18.11,12.17,6.40,10.44,12.65,21.54,23.02,19.85,18.03,13.60,20.00,20.12,12.21,10.63,8.49,11.18,13.00,15.23,16.49,20.02,20.62,17.00,23.26,17.49,21.93
71,7.07,20.62,33.62,20.52,12.65,17.00,28.44,9.00,20.88,10.77,17.03,17.46,20.00,16.28,15.52,13.34,13.04,8.06,6.32,8.54,6.71,8.06,8.06,11.40,9.49,18.03,19.03,11.00,9.85,8.54,6.08,13.00,13.93,12.17,27.31,30.36,32.89,25.00,34.54,26.00,25.50,14.42,9.06,4.12,6.08,3.61,4.47,4.00,7.21,11.18,16.12,19.80,11.18,8.25,9.43,12.04,6.71,16.16,17.12,12.65,14.87,16.40,17.20,19.24,15.03,13.15,14.32,9.22,6.71,7.62,3.61,0.00,1.41,12.04,8.25,5.00,7.62,6.40,12.04,12.08,13.93,16.16,10.82,9.22,6.08,11.00,11.05,13.04,10.77,15.26,15.52,16.28,18.03,21.02,20.40,23.77,18.97,19.70,27.78,31.83,29.73,29.21,25.24,22.36,23.60,18.36,23.54,18.44,23.41,22.20,15.13,8.94,16.76,17.03,21.21,22.36,19.10,22.02,27.20,24.70,25.50,13.42,14.87,17.69,24.84,43.57,37.22,34.99,30.61,29.00,29.73,21.02,25.02,27.29,24.74,21.21,19.65,17.89,18.03,15.52,15.03,15.03,13.00,12.21,13.45,18.03,17.69,17.69,18.79,20.52,19.92,18.38,16.12,13.04,28.30,20.81,20.62,15.52,10.00,13.93,16.16,25.08,26.63,23.43,21.63,17.20,23.43,23.32,15.62,14.14,12.04,14.42,16.12,18.36,19.31,22.36,21.59,17.72,24.04,18.03,21.63
72,8.00,21.84,34.99,21.93,13.93,18.36,29.61,8.06,21.59,9.49,17.20,17.00,19.03,15.52,14.87,12.65,12.17,7.28,5.83,8.06,7.28,9.22,9.43,12.65,10.20,17.12,18.00,12.04,11.18,9.85,7.28,12.53,13.42,11.40,28.64,31.62,34.18,26.25,35.85,27.31,26.68,14.76,10.00,5.00,5.00,2.24,3.16,3.16,5.83,9.85,15.03,18.38,10.05,7.62,9.22,12.21,6.40,14.87,16.03,11.40,13.45,15.00,15.81,17.89,14.00,12.04,13.00,7.81,5.39,6.32,4.12,1.41,0.00,13.15,9.49,5.39,8.25,6.40,13.00,12.65,14.56,16.76,11.18,9.43,5.39,10.05,10.20,12.17,10.30,15.00,16.76,17.46,19.10,22.09,21.21,24.52,20.25,21.02,29.15,33.24,31.14,30.61,26.63,23.71,25.00,19.72,24.74,19.65,24.70,23.09,16.28,10.30,18.03,18.11,22.36,23.54,20.02,23.00,28.60,26.08,26.83,14.76,16.28,19.10,26.25,44.94,38.59,36.36,32.02,30.41,31.14,22.36,26.00,28.16,25.50,22.09,20.88,19.24,19.42,16.76,16.12,16.00,14.04,13.60,14.87,19.42,17.69,17.80,19.31,20.52,18.68,17.89,16.55,13.42,28.65,20.62,19.92,16.28,10.30,14.56,16.76,25.63,26.93,23.60,21.95,17.49,23.35,23.02,15.56,14.21,12.21,14.21,15.81,18.03,18.79,21.59,20.40,16.49,22.80,16.76,20.25
73,14.32,8.94,28.44,13.34,3.00,14.56,27.89,15.62,26.17,22.56,25.94,28.64,32.02,28.07,27.17,25.08,25.00,20.00,18.03,20.10,15.81,13.04,10.00,13.45,17.00,30.00,31.06,15.62,11.31,11.40,12.08,24.33,25.32,24.02,24.02,28.16,30.02,23.54,31.02,23.09,25.00,9.00,3.61,8.25,14.76,15.30,14.87,16.03,17.46,22.80,28.16,30.02,18.44,13.45,11.40,9.49,11.40,27.89,29.15,24.52,25.06,26.08,26.63,27.66,20.62,19.80,22.80,19.70,18.44,17.00,14.14,12.04,13.15,0.00,4.12,8.94,6.40,10.00,2.00,6.08,6.08,7.62,7.62,8.60,13.04,16.97,16.28,17.80,13.60,14.56,4.24,4.47,6.00,9.00,9.43,13.04,7.81,9.22,17.69,23.71,21.47,20.25,15.81,12.04,14.76,8.94,11.70,6.71,12.21,10.77,3.16,5.00,16.55,19.42,21.93,22.47,22.80,24.70,21.38,20.02,22.02,12.53,9.06,12.00,18.44,37.64,31.78,29.61,24.04,21.54,22.47,18.25,27.29,30.53,29.21,25.00,19.31,15.52,14.14,16.12,17.80,19.10,16.97,6.32,8.25,9.49,27.31,26.83,25.61,29.97,31.78,29.61,23.85,21.47,35.47,31.02,32.25,21.26,19.31,20.81,22.80,31.11,34.21,31.91,29.41,25.55,33.11,33.84,25.63,23.77,21.54,25.00,26.93,29.12,30.59,34.13,33.54,29.61,35.90,29.83,32.70
74,10.30,12.37,28.46,13.89,4.47,13.00,26.17,13.60,22.80,18.97,21.95,24.52,28.07,24.02,23.09,21.02,21.02,16.03,14.00,16.03,11.70,9.22,6.40,10.30,13.04,26.02,27.17,12.04,8.06,7.81,8.06,20.22,21.21,20.00,23.19,27.02,29.15,22.02,30.41,22.09,23.19,10.77,3.16,5.00,12.04,11.70,11.66,12.17,14.42,19.31,24.33,27.20,16.40,11.66,10.44,10.05,9.43,24.35,25.32,20.88,22.20,23.43,24.08,25.50,19.24,18.03,20.52,16.64,14.87,14.21,10.05,8.25,9.49,4.12,0.00,6.40,5.10,8.06,5.00,7.62,8.60,10.63,8.06,8.06,10.63,15.26,14.76,16.55,12.65,15.00,7.28,8.06,10.05,13.04,13.42,17.00,10.77,11.66,20.00,25.00,22.80,21.93,17.69,14.42,16.28,10.63,15.30,10.20,15.23,14.87,7.00,2.00,14.32,16.55,19.65,20.40,19.72,21.93,21.54,19.65,21.21,10.20,8.54,11.70,18.79,38.08,31.95,29.73,24.60,22.47,23.32,17.03,24.70,27.73,26.08,21.95,17.26,14.00,13.15,13.60,14.76,15.81,13.60,5.39,7.28,10.63,23.26,22.83,21.93,25.94,28.16,25.50,20.00,17.49,31.83,26.93,28.16,17.69,15.23,17.03,19.10,27.66,30.48,28.02,25.61,21.63,29.07,29.73,21.54,19.70,17.46,20.88,22.80,25.00,26.48,30.07,29.83,25.96,32.28,26.25,29.53
75,11.18,17.89,34.54,20.25,10.63,18.44,31.02,7.21,25.08,14.04,21.93,22.36,24.19,20.88,20.25,18.03,17.46,12.65,11.18,13.42,11.40,11.40,10.00,14.04,13.89,22.36,23.09,14.56,12.00,11.05,9.49,17.89,18.79,16.76,28.86,32.39,34.71,27.17,36.14,27.66,28.02,9.43,5.39,2.00,5.83,7.07,6.08,8.54,8.54,14.14,20.02,21.10,10.00,5.39,5.10,7.07,3.16,19.24,21.02,16.03,16.12,17.20,17.80,19.10,13.00,11.66,14.14,10.77,10.00,8.06,8.49,5.00,5.39,8.94,6.40,0.00,3.00,2.00,8.25,7.28,9.22,11.40,5.83,4.24,4.24,8.94,8.54,10.44,7.00,10.77,13.04,13.42,14.56,17.46,16.03,19.24,16.64,17.80,26.25,31.40,29.21,28.32,24.04,20.62,22.67,16.97,20.62,15.65,21.10,18.00,12.08,8.06,19.03,20.22,24.02,25.00,22.80,25.50,27.73,25.63,26.93,15.13,14.76,17.89,25.06,44.28,38.08,35.85,30.89,28.84,29.68,22.56,28.44,31.05,28.79,25.00,22.02,19.42,18.97,18.00,18.25,18.68,16.49,11.66,13.42,17.03,22.67,22.63,23.32,25.50,23.19,23.26,20.81,17.80,33.02,25.81,25.30,19.70,14.87,18.36,20.59,29.53,31.40,28.32,26.40,22.02,28.43,28.30,20.62,19.10,16.97,19.42,21.10,23.32,24.17,26.93,25.08,21.10,27.29,21.21,23.77
76,12.81,15.26,33.53,18.79,8.60,18.03,31.06,9.22,26.42,17.03,24.08,25.08,27.17,23.77,23.09,20.88,20.40,15.52,13.93,16.16,13.45,12.53,10.44,14.56,15.62,25.32,26.08,15.65,12.37,11.70,10.82,20.62,21.54,19.65,28.28,32.06,34.23,27.00,35.51,27.17,28.07,7.07,2.83,3.61,8.54,10.05,9.06,11.40,11.40,17.12,23.02,23.71,12.04,7.07,5.39,5.39,5.00,22.20,24.02,19.03,18.79,19.72,20.25,21.26,14.42,13.45,16.40,13.60,13.00,10.77,10.82,7.62,8.25,6.40,5.10,3.00,0.00,3.61,5.39,4.47,6.32,8.54,3.61,3.00,6.71,10.63,10.00,11.66,7.62,10.05,10.63,10.82,11.70,14.56,13.04,16.28,14.21,15.56,24.04,29.68,27.46,26.40,22.02,18.38,20.81,15.00,17.89,13.04,18.60,15.00,9.43,7.07,19.10,20.88,24.33,25.18,23.77,26.25,26.57,24.74,26.31,15.03,13.60,16.76,23.77,43.08,37.00,34.79,29.55,27.29,28.18,22.09,29.12,31.95,29.97,26.00,22.09,19.03,18.25,18.25,18.97,19.70,17.46,10.44,12.37,15.26,25.00,24.84,25.00,27.80,26.17,26.00,22.67,19.80,34.83,28.30,28.16,21.10,17.03,20.00,22.20,31.06,33.30,30.41,28.32,24.04,30.81,30.89,23.02,21.40,19.21,21.95,23.71,25.94,26.93,29.83,28.07,24.08,30.27,24.19,26.57
77,13.00,18.87,36.40,21.95,12.04,20.40,33.02,5.66,26.93,14.04,23.43,23.32,24.52,21.54,21.02,18.79,18.03,13.42,12.21,14.42,13.04,13.34,12.00,16.03,15.65,22.80,23.35,16.49,14.00,13.04,11.40,18.87,19.72,17.46,30.81,34.37,36.67,29.15,38.08,29.61,30.02,8.54,6.40,4.00,5.10,7.62,6.08,9.43,8.06,14.00,20.22,20.12,8.49,3.61,3.16,5.83,1.41,19.03,21.21,16.03,15.23,16.12,16.64,17.69,11.18,10.00,12.81,10.20,10.20,7.28,10.00,6.40,6.40,10.00,8.06,2.00,3.61,0.00,8.94,7.00,9.00,11.05,5.10,3.16,3.16,7.21,6.71,8.54,5.00,8.94,14.21,14.42,15.23,18.03,16.03,19.03,17.80,19.10,27.59,33.02,30.81,29.83,25.50,21.93,24.21,18.44,21.47,16.64,22.20,18.11,13.04,9.85,21.02,22.20,26.02,27.00,24.74,27.46,29.55,27.51,28.86,17.12,16.55,19.70,26.83,46.10,39.92,37.70,32.65,30.53,31.38,24.52,30.41,32.98,30.68,26.93,24.02,21.38,20.88,20.00,20.22,20.62,18.44,13.42,15.23,18.60,24.04,24.08,25.06,26.87,23.02,24.19,22.47,19.42,34.67,27.02,26.00,21.54,16.40,20.12,22.36,31.30,33.02,29.83,28.02,23.60,29.73,29.41,21.93,20.52,18.44,20.62,22.20,24.41,25.06,27.51,25.00,21.00,27.07,21.02,23.09
78,15.26,10.00,30.41,15.30,5.00,16.49,29.83,14.42,27.66,22.20,26.93,29.12,32.02,28.28,27.46,25.32,25.08,20.10,18.25,20.40,16.55,14.21,11.31,15.00,18.03,30.07,31.00,16.97,12.81,12.73,13.04,24.74,25.71,24.19,26.02,30.15,32.02,25.50,33.02,25.08,26.93,7.00,3.00,8.00,13.93,15.03,14.32,16.03,16.76,22.36,28.02,29.07,17.20,12.21,9.90,7.62,10.30,27.46,29.02,24.19,24.17,25.06,25.55,26.40,19.10,18.44,21.63,18.97,18.11,16.16,14.56,12.04,13.00,2.00,5.00,8.25,5.39,8.94,0.00,4.12,4.12,5.83,5.83,7.07,12.08,15.62,14.87,16.28,12.04,12.65,5.83,5.66,6.32,9.22,8.54,12.08,9.22,10.82,19.21,25.50,23.26,21.95,17.49,13.60,16.55,10.77,12.53,7.81,13.45,10.20,4.24,6.40,18.38,21.10,23.77,24.35,24.41,26.42,23.35,22.02,24.02,14.32,11.05,14.00,20.40,39.56,33.73,31.58,25.96,23.41,24.35,20.22,29.07,32.25,30.81,26.63,21.19,17.46,16.12,17.89,19.42,20.62,18.44,8.25,10.20,11.40,28.18,27.78,26.91,30.89,31.40,30.08,25.00,22.47,36.80,31.78,32.56,22.63,20.12,22.02,24.08,32.56,35.47,33.02,30.61,26.63,34.00,34.54,26.40,24.60,22.36,25.63,27.51,29.73,31.05,34.37,33.24,29.27,35.51,29.43,31.95
79,16.97,13.45,34.53,19.42,9.06,20.22,33.54,11.70,30.23,21.02,28.43,29.55,31.40,28.16,27.51,25.30,24.74,19.92,18.38,20.62,17.80,16.40,13.89,17.89,19.80,29.61,30.27,19.42,15.65,15.26,14.87,25.08,26.00,24.04,30.00,34.06,36.00,29.27,37.05,29.02,30.59,3.16,4.47,8.06,12.04,14.32,13.04,15.81,15.03,21.00,27.17,26.57,14.32,9.49,6.71,3.61,8.06,26.02,28.16,23.02,21.84,22.47,22.85,23.32,15.62,15.26,18.79,17.12,17.12,14.14,15.26,12.08,12.65,6.08,7.62,7.28,4.47,7.00,4.12,0.00,2.00,4.12,2.24,4.12,10.05,12.53,11.66,12.81,8.60,8.54,9.85,9.43,9.22,11.66,9.06,12.04,13.04,14.76,23.02,29.55,27.31,25.94,21.47,17.49,20.62,14.87,15.62,11.40,17.03,11.18,8.06,9.49,21.84,24.17,27.20,27.89,27.29,29.55,27.46,26.08,28.00,17.72,15.00,18.03,24.52,43.68,37.85,35.69,30.08,27.51,28.46,24.08,32.31,35.34,33.62,29.53,24.74,21.21,20.02,21.19,22.36,23.32,21.10,12.04,14.04,15.52,29.41,29.21,29.07,32.20,30.02,30.46,26.87,24.08,38.95,32.76,32.57,25.00,21.40,24.08,26.25,35.00,37.48,34.71,32.53,28.32,35.23,35.36,27.46,25.81,23.60,26.42,28.18,30.41,31.38,34.21,32.00,28.00,34.06,28.02,29.83
80,18.44,12.21,34.23,19.10,9.06,20.62,33.96,13.60,31.40,23.02,30.00,31.38,33.38,30.08,29.41,27.20,26.68,21.84,20.25,22.47,19.42,17.69,15.00,18.87,21.26,31.58,32.25,20.62,16.64,16.40,16.28,26.93,27.86,25.96,30.07,34.23,36.06,29.61,37.00,29.15,31.05,3.16,5.66,9.85,14.04,16.28,15.03,17.72,17.03,23.00,29.15,28.46,16.16,11.40,8.54,5.00,10.05,28.02,30.15,25.02,23.77,24.35,24.70,25.06,17.20,17.00,20.62,19.10,19.10,16.12,17.00,13.93,14.56,6.08,8.60,9.22,6.32,9.00,4.12,2.00,0.00,2.24,4.12,6.08,12.04,14.32,13.42,14.42,10.30,9.43,9.22,8.54,7.81,10.00,7.07,10.05,12.08,13.93,21.95,28.79,26.57,25.08,20.62,16.55,19.92,14.32,14.14,10.30,15.81,9.22,7.28,10.30,22.47,25.06,27.86,28.46,28.30,30.41,27.17,26.00,28.07,18.38,15.13,18.03,24.19,43.17,37.48,35.36,29.61,26.93,27.89,24.33,33.11,36.24,34.67,30.53,25.30,21.59,20.22,21.93,23.32,24.41,22.20,12.37,14.32,15.13,31.06,30.81,30.41,33.84,32.02,32.31,28.32,25.61,40.31,34.48,34.48,26.25,23.02,25.46,27.59,36.24,38.90,36.24,33.97,29.83,36.89,37.12,29.15,27.46,25.24,28.18,29.97,32.20,33.24,36.14,34.00,30.00,36.06,30.02,31.78
